time,open,high,low,close,tick_volume,spread,real_volume,volume
2015-01-02 00:00:00,187.14300,187.29700,184.29300,184.59400,81062.00000,40,0.00000,
2015-01-05 00:00:00,184.30700,184.39500,181.69600,182.37700,136415.00000,43,0.00000,
2015-01-06 00:00:00,182.37700,182.41400,179.20900,179.26200,147422.00000,43,0.00000,
2015-01-07 00:00:00,179.26100,180.63700,179.11700,180.12800,143369.00000,43,0.00000,
2015-01-08 00:00:00,180.12400,180.92200,179.96700,180.48200,118644.00000,43,0.00000,
2015-01-09 00:00:00,180.48200,180.90600,179.45200,179.49300,127026.00000,43,0.00000,
2015-01-12 00:00:00,179.54000,180.52600,179.00600,179.47400,123365.00000,43,0.00000,
2015-01-13 00:00:00,179.48100,180.07200,178.07300,178.71900,148337.00000,43,0.00000,
2015-01-14 00:00:00,178.72200,178.83800,176.82800,178.67900,157122.00000,43,0.00000,
2015-01-15 00:00:00,178.67600,179.56000,176.25200,176.25200,158421.00000,43,0.00000,
2015-01-16 00:00:00,176.26200,178.30100,175.77500,178.00800,157928.00000,43,0.00000,
2015-01-19 00:00:00,177.73900,178.34500,176.97500,177.57100,82814.00000,14,0.00000,
2015-01-20 00:00:00,177.64400,180.26000,177.50100,179.85500,95432.00000,43,0.00000,
2015-01-21 00:00:00,179.91300,179.91300,177.03600,178.56700,105708.00000,43,0.00000,
2015-01-22 00:00:00,178.60400,179.18800,177.19100,177.77900,104128.00000,37,0.00000,
2015-01-23 00:00:00,177.83000,178.48500,176.12200,176.45100,106315.00000,43,0.00000,
2015-01-26 00:00:00,176.35700,178.90100,175.72500,178.53700,90577.00000,43,0.00000,
2015-01-27 00:00:00,178.59000,179.40700,177.83500,179.09800,102935.00000,2,0.00000,
2015-01-28 00:00:00,179.09800,179.35600,177.63200,177.88800,110983.00000,1,0.00000,
2015-01-29 00:00:00,177.89000,178.91700,177.68400,178.15400,108239.00000,16,18000000.00000,
2015-01-30 00:00:00,178.19600,178.52900,176.09700,176.83800,104017.00000,43,0.00000,
2015-02-02 00:00:00,176.50000,177.71400,176.10100,176.80800,106416.00000,7,0.00000,
2015-02-03 00:00:00,176.74400,178.37900,175.48300,178.27800,111603.00000,1,0.00000,
2015-02-04 00:00:00,178.30300,179.27400,177.58100,178.01200,109459.00000,7,0.00000,
2015-02-05 00:00:00,178.00900,180.39000,177.71800,180.10600,122164.00000,18,0.00000,
2015-02-06 00:00:00,180.10500,181.79900,179.54900,181.42100,110221.00000,14,0.00000,
2015-02-09 00:00:00,181.24100,181.61500,180.15400,180.45900,104371.00000,14,0.00000,
2015-02-10 00:00:00,180.49500,182.24500,180.24500,182.14400,106674.00000,14,0.00000,
2015-02-11 00:00:00,182.13400,183.95400,181.98900,183.51600,101965.00000,20,0.00000,
2015-02-12 00:00:00,183.51400,184.16300,181.19900,183.20600,114688.00000,14,0.00000,
2015-02-13 00:00:00,183.20400,183.34500,182.47500,182.57400,104915.00000,14,0.00000,
2015-02-16 00:00:00,182.68200,183.21000,181.50500,181.97800,94062.00000,14,0.00000,
2015-02-17 00:00:00,181.97900,183.36800,181.56600,183.05200,107899.00000,17,0.00000,
2015-02-18 00:00:00,183.04500,184.18900,182.58800,183.32100,112376.00000,14,0.00000,
2015-02-19 00:00:00,183.32000,184.02600,183.01700,183.31600,101323.00000,14,0.00000,
2015-02-20 00:00:00,183.32200,183.65700,181.65900,183.19300,107612.00000,2,0.00000,
2015-02-23 00:00:00,183.33700,184.00600,182.60100,183.62500,90203.00000,14,0.00000,
2015-02-24 00:00:00,183.61400,184.71600,183.53000,183.79900,98773.00000,14,0.00000,
2015-02-25 00:00:00,183.81400,184.65800,183.52500,184.54400,95063.00000,14,0.00000,
2015-02-26 00:00:00,184.50500,185.01700,183.59100,183.93500,96872.00000,14,0.00000,
2015-02-27 00:00:00,183.93600,185.00000,183.53700,184.65800,99377.00000,14,0.00000,
2015-03-02 00:00:00,184.54200,184.91100,184.15300,184.57100,89949.00000,14,0.00000,
2015-03-03 00:00:00,184.56200,184.71100,183.65100,183.87800,92563.00000,14,0.00000,
2015-03-04 00:00:00,183.87600,183.97900,182.52600,182.65100,93496.00000,14,0.00000,
2015-03-05 00:00:00,182.65200,183.70100,182.38500,183.04500,93777.00000,14,0.00000,
2015-03-06 00:00:00,183.04000,183.24300,181.46700,181.66300,98880.00000,14,0.00000,
2015-03-09 00:00:00,181.61900,183.58300,181.51200,183.34500,90516.00000,14,0.00000,
2015-03-10 00:00:00,183.34400,183.91000,182.26500,182.39000,111173.00000,14,0.00000,
2015-03-11 00:00:00,182.41200,183.13500,180.77900,181.33500,113088.00000,18,0.00000,
2015-03-12 00:00:00,181.34300,181.77600,180.19100,180.52600,99354.00000,14,0.00000,
2015-03-13 00:00:00,180.52800,180.74100,178.22700,178.91100,101490.00000,16,0.00000,
2015-03-16 00:00:00,178.84000,180.19800,178.84000,179.92600,92399.00000,10,0.00000,
2015-03-17 00:00:00,179.92300,180.13100,178.53800,178.89200,106601.00000,6,0.00000,
2015-03-18 00:00:00,178.89300,181.01900,177.14700,179.79200,115852.00000,1,0.00000,
2015-03-19 00:00:00,179.77000,179.89600,177.70300,178.20200,121152.00000,10,0.00000,
2015-03-20 00:00:00,178.20300,180.07600,177.92000,179.43300,107165.00000,33,0.00000,
2015-03-23 00:00:00,179.42900,179.66800,178.13200,178.98300,101762.00000,14,0.00000,
2015-03-24 00:00:00,178.98100,179.18200,177.49900,177.70700,97767.00000,41,0.00000,
2015-03-25 00:00:00,177.71100,178.35600,177.52700,177.81800,82548.00000,35,0.00000,
2015-03-26 00:00:00,177.81700,177.90600,176.46100,177.02900,115451.00000,25,0.00000,
2015-03-27 00:00:00,177.02800,177.91400,176.68200,177.12600,103855.00000,28,0.00000,
2015-03-30 00:00:00,177.41100,178.18600,176.66100,177.79100,96547.00000,24,0.00000,
2015-03-31 00:00:00,177.78800,178.29700,177.09300,177.93200,86605.00000,35,0.00000,
2015-04-01 00:00:00,177.89900,178.41600,176.76600,177.47800,92262.00000,35,0.00000,
2015-04-02 00:00:00,177.46000,177.94000,176.75800,177.48300,86051.00000,19,0.00000,
2015-04-03 00:00:00,177.48600,177.92800,177.07200,177.48100,56441.00000,35,0.00000,
2015-04-06 00:00:00,177.27200,178.26900,177.15500,177.84100,45561.00000,23,0.00000,
2015-04-07 00:00:00,177.82400,179.17700,177.70200,178.06200,93056.00000,11,0.00000,
2015-04-08 00:00:00,178.05200,179.28300,177.62400,178.56800,98730.00000,10,0.00000,
2015-04-09 00:00:00,178.55000,179.07600,177.10000,177.36600,91872.00000,10,0.00000,
2015-04-10 00:00:00,177.37100,177.52300,175.66900,175.83000,89001.00000,10,0.00000,
2015-04-13 00:00:00,175.83000,176.52300,175.28300,176.25900,89308.00000,11,0.00000,
2015-04-14 00:00:00,176.26300,176.60600,174.87100,176.44200,105731.00000,10,0.00000,
2015-04-15 00:00:00,176.43400,176.94900,175.68900,176.85500,103961.00000,9,0.00000,
2015-04-16 00:00:00,176.85500,178.01600,176.54400,177.59100,120979.00000,28,0.00000,
2015-04-17 00:00:00,177.59100,178.72300,177.43900,177.89100,108996.00000,11,0.00000,
2015-04-20 00:00:00,177.89100,178.19200,177.18600,177.70100,92951.00000,10,0.00000,
2015-04-21 00:00:00,177.70100,178.89500,177.47500,178.55900,133508.00000,11,0.00000,
2015-04-22 00:00:00,178.55900,180.39500,178.45400,180.26200,149920.00000,11,0.00000,
2015-04-23 00:00:00,180.26200,180.45000,179.30000,180.07000,150876.00000,11,0.00000,
2015-04-24 00:00:00,180.07000,181.00300,179.64800,180.69300,155227.00000,12,0.00000,
2015-04-27 00:00:00,180.38800,181.57100,180.29300,181.32700,130355.00000,11,0.00000,
2015-04-28 00:00:00,181.24500,182.39300,180.66400,182.36900,141365.00000,11,0.00000,
2015-04-29 00:00:00,182.29500,184.11200,182.11000,183.75500,167864.00000,11,0.00000,
2015-04-30 00:00:00,183.72100,184.14600,182.57300,183.30000,203002.00000,11,0.00000,
2015-05-01 00:00:00,183.24800,184.45600,181.77200,181.92500,131630.00000,11,0.00000,
2015-05-04 00:00:00,182.04100,182.29300,181.39800,181.64300,81938.00000,11,0.00000,
2015-05-05 00:00:00,181.61400,182.77000,181.44300,181.94700,21910.00000,11,0.00000,
2015-05-06 00:00:00,181.90100,182.51600,181.45100,182.02400,46914.00000,4,0.00000,
2015-05-07 00:00:00,182.02200,182.97500,180.94300,182.51800,18824.00000,14,0.00000,
2015-05-08 00:00:00,182.51100,186.01500,182.51100,184.90700,28128.00000,30,0.00000,
2015-05-11 00:00:00,184.87500,187.37900,184.56100,187.11400,80829.00000,27,0.00000,
2015-05-12 00:00:00,187.13600,188.35400,186.70800,187.80100,136746.00000,23,0.00000,
2015-05-13 00:00:00,187.78900,188.57900,187.01300,187.56600,107525.00000,11,0.00000,
2015-05-14 00:00:00,187.58100,188.51300,187.34800,187.96700,128394.00000,26,0.00000,
2015-05-15 00:00:00,187.93800,188.59500,187.66000,187.75900,91714.00000,20,0.00000,
2015-05-18 00:00:00,187.74000,188.26300,187.29200,187.77900,101285.00000,22,0.00000,
2015-05-19 00:00:00,187.78400,187.95300,185.94000,187.16300,126639.00000,52,0.00000,
2015-05-20 00:00:00,187.15600,188.59400,187.06500,188.46000,142352.00000,52,0.00000,
2015-05-21 00:00:00,188.46500,189.99700,187.93100,189.52900,128168.00000,25,0.00000,
2015-05-22 00:00:00,189.54700,189.64000,187.92100,188.33900,120278.00000,52,0.00000,
2015-05-25 00:00:00,187.96300,188.58400,187.78000,188.01600,79315.00000,52,0.00000,
2015-05-26 00:00:00,188.01200,189.64600,187.86900,189.33800,127840.00000,19,0.00000,
2015-05-27 00:00:00,189.31300,190.32800,189.19400,189.81600,139102.00000,52,0.00000,
2015-05-28 00:00:00,189.82300,190.68800,189.26300,189.78700,150692.00000,52,0.00000,
2015-05-29 00:00:00,189.78700,189.98700,188.67900,189.69000,136065.00000,52,0.00000,
2015-06-01 00:00:00,189.75800,189.97100,188.52200,189.62700,149272.00000,19,0.00000,
