time,open,high,low,close,volume,spread,tick_volume,real_volume
2023-10-30 02:30:00,1.05596,1.05633,1.05596,1.05632,250.00000,0,,
2023-10-30 02:45:00,1.05631,1.05640,1.05620,1.05620,238.00000,0,,
2023-10-30 03:00:00,1.05620,1.05620,1.05560,1.05566,496.00000,0,,
2023-10-30 03:15:00,1.05566,1.05575,1.05553,1.05570,284.00000,0,,
2023-10-30 03:30:00,1.05574,1.05611,1.05570,1.05608,378.00000,0,,
2023-10-30 03:45:00,1.05606,1.05631,1.05582,1.05626,319.00000,0,,
2023-10-30 04:00:00,1.05627,1.05640,1.05616,1.05622,425.00000,0,,
2023-10-30 04:15:00,1.05624,1.05628,1.05596,1.05605,474.00000,0,,
2023-10-30 04:30:00,1.05606,1.05620,1.05603,1.05616,363.00000,0,,
2023-10-30 04:45:00,1.05616,1.05638,1.05606,1.05638,245.00000,0,,
2023-10-30 05:00:00,1.05638,1.05660,1.05618,1.05626,334.00000,0,,
2023-10-30 05:15:00,1.05627,1.05652,1.05621,1.05642,263.00000,0,,
2023-10-30 05:30:00,1.05640,1.05646,1.05628,1.05630,186.00000,0,,
2023-10-30 05:45:00,1.05630,1.05640,1.05622,1.05626,138.00000,0,,
2023-10-30 06:00:00,1.05630,1.05636,1.05618,1.05630,254.00000,0,,
2023-10-30 06:15:00,1.05629,1.05630,1.05589,1.05598,242.00000,0,,
2023-10-30 06:30:00,1.05598,1.05610,1.05596,1.05600,191.00000,0,,
2023-10-30 06:45:00,1.05600,1.05612,1.05598,1.05605,145.00000,0,,
2023-10-30 07:00:00,1.05606,1.05612,1.05588,1.05590,144.00000,0,,
2023-10-30 07:15:00,1.05590,1.05604,1.05589,1.05596,118.00000,0,,
2023-10-30 07:30:00,1.05592,1.05622,1.05586,1.05620,184.00000,0,,
2023-10-30 07:45:00,1.05622,1.05626,1.05606,1.05611,149.00000,0,,
2023-10-30 08:00:00,1.05610,1.05616,1.05589,1.05590,136.00000,0,,
2023-10-30 08:15:00,1.05591,1.05610,1.05590,1.05596,206.00000,0,,
2023-10-30 08:30:00,1.05595,1.05615,1.05592,1.05610,197.00000,0,,
2023-10-30 08:45:00,1.05611,1.05621,1.05600,1.05617,286.00000,0,,
2023-10-30 09:00:00,1.05618,1.05635,1.05607,1.05632,198.00000,0,,
2023-10-30 09:15:00,1.05631,1.05644,1.05622,1.05640,185.00000,0,,
2023-10-30 09:30:00,1.05638,1.05642,1.05565,1.05621,503.00000,0,,
2023-10-30 09:45:00,1.05622,1.05658,1.05600,1.05654,342.00000,0,,
2023-10-30 10:00:00,1.05642,1.05677,1.05610,1.05641,605.00000,0,,
