time,open,high,low,close,tick_volume,spread,real_volume,volume
2015-01-02 00:00:00,0.77566,0.77630,0.76876,0.76931,50578.00000,21,0.00000,
2015-01-05 00:00:00,0.76830,0.77181,0.76174,0.76821,81526.00000,21,0.00000,
2015-01-06 00:00:00,0.76821,0.78084,0.76770,0.77574,88798.00000,21,0.00000,
2015-01-07 00:00:00,0.77573,0.77930,0.77123,0.77794,85349.00000,21,0.00000,
2015-01-08 00:00:00,0.77788,0.78279,0.77608,0.78200,80293.00000,21,0.00000,
2015-01-09 00:00:00,0.78200,0.78473,0.77879,0.78293,82389.00000,21,0.00000,
2015-01-12 00:00:00,0.78467,0.78634,0.77358,0.77787,78119.00000,21,0.00000,
2015-01-13 00:00:00,0.77788,0.77991,0.77109,0.77340,89381.00000,21,0.00000,
2015-01-14 00:00:00,0.77338,0.77776,0.76886,0.77118,96795.00000,21,0.00000,
2015-01-15 00:00:00,0.77118,0.78883,0.76953,0.78196,106429.00000,21,0.00000,
2015-01-16 00:00:00,0.78195,0.78545,0.77455,0.77818,82785.00000,21,0.00000,
2015-01-19 00:00:00,0.77806,0.78070,0.77676,0.77757,49101.00000,7,0.00000,
2015-01-20 00:00:00,0.77780,0.77800,0.76209,0.76329,41405.00000,19,0.00000,
2015-01-21 00:00:00,0.76342,0.77070,0.75482,0.75491,51347.00000,21,0.00000,
2015-01-22 00:00:00,0.75514,0.75818,0.74786,0.74985,50352.00000,17,0.00000,
2015-01-23 00:00:00,0.75001,0.75256,0.74301,0.74455,49076.00000,22,0.00000,
2015-01-26 00:00:00,0.74360,0.74678,0.73964,0.74224,39099.00000,21,0.00000,
2015-01-27 00:00:00,0.74235,0.74769,0.74067,0.74478,47265.00000,2,1278500000.00000,
2015-01-28 00:00:00,0.74441,0.74933,0.73125,0.73130,57380.00000,1,0.00000,
2015-01-29 00:00:00,0.73142,0.73458,0.72318,0.72597,41521.00000,14,19000000.00000,
2015-01-30 00:00:00,0.72629,0.72935,0.72138,0.72491,34696.00000,20,0.00000,
2015-02-02 00:00:00,0.72504,0.73228,0.72434,0.73014,56754.00000,12,0.00000,
