time,open,high,low,close,volume,spread,tick_volume,real_volume
2017-10-20 20:00:00,113.39000,113.56900,113.37400,113.51100,44433.00000,0,,
2017-10-23 00:00:00,113.85800,114.09800,113.78300,113.84800,53074.00000,0,,
2017-10-23 04:00:00,113.84800,113.94300,113.72100,113.73300,50127.00000,0,,
2017-10-23 08:00:00,113.73300,113.88000,113.62100,113.83300,51349.00000,0,,
2017-10-23 12:00:00,113.83300,113.97000,113.76000,113.83500,57404.00000,0,,
2017-10-23 16:00:00,113.83400,113.87400,113.60700,113.69800,63512.00000,0,,
2017-10-23 20:00:00,113.69800,113.78400,113.24400,113.43300,54954.00000,0,,
2017-10-24 00:00:00,113.43100,113.49000,113.29100,113.29900,53532.00000,0,,
2017-10-24 04:00:00,113.29800,113.39600,113.24700,113.37700,38292.00000,0,,
2017-10-24 08:00:00,113.37500,113.72500,113.34300,113.66800,61672.00000,0,,
2017-10-24 12:00:00,113.66800,113.96800,113.62600,113.87000,61045.00000,0,,
2017-10-24 16:00:00,113.87000,114.02300,113.74900,113.87200,75232.00000,0,,
2017-10-24 20:00:00,113.87200,113.94300,113.53800,113.90800,67503.00000,0,,
2017-10-25 00:00:00,113.89000,113.97600,113.77700,113.79900,64808.00000,0,,
2017-10-25 04:00:00,113.79900,113.96600,113.74900,113.90800,41707.00000,0,,
2017-10-25 08:00:00,113.91000,114.15200,113.73800,114.12300,71386.00000,0,,
2017-10-25 12:00:00,114.12300,114.24400,114.03700,114.10600,75008.00000,0,,
2017-10-25 16:00:00,114.10600,114.11100,113.48000,113.60900,115376.00000,0,,
2017-10-25 20:00:00,113.60900,113.82000,113.56100,113.73600,54611.00000,0,,
2017-10-26 00:00:00,113.73800,113.74700,113.53300,113.63700,65774.00000,0,,
2017-10-26 04:00:00,113.63700,113.64400,113.36700,113.51100,39539.00000,0,,
2017-10-26 08:00:00,113.51100,113.80300,113.34000,113.64500,59156.00000,0,,
2017-10-26 12:00:00,113.64500,113.87400,113.56200,113.67900,69881.00000,0,,
2017-10-26 16:00:00,113.67800,114.03800,113.62000,113.74300,92065.00000,0,,
2017-10-26 20:00:00,113.74300,114.07800,113.70100,113.99100,57157.00000,0,,
2017-10-27 00:00:00,113.97000,114.16000,113.96100,114.12500,54815.00000,0,,
2017-10-27 04:00:00,114.12500,114.26700,114.08300,114.15200,46908.00000,0,,
2017-10-27 08:00:00,114.15200,114.31900,113.92200,114.01600,69440.00000,0,,
2017-10-27 12:00:00,114.01600,114.45200,113.94500,114.24300,68258.00000,0,,
2017-10-27 16:00:00,114.24300,114.30200,113.71100,113.98000,102052.00000,0,,
2017-10-27 20:00:00,113.98000,114.00300,113.63900,113.67200,43634.00000,0,,
2017-10-30 00:00:00,113.72200,113.83400,113.66400,113.68100,33584.00000,0,,
2017-10-30 04:00:00,113.68100,113.74800,113.52700,113.60100,39691.00000,0,,
2017-10-30 08:00:00,113.60100,113.76100,113.58600,113.61900,39019.00000,0,,
2017-10-30 12:00:00,113.61900,113.68900,113.53100,113.62400,44898.00000,0,,
2017-10-30 16:00:00,113.62500,113.65800,113.02600,113.12000,77906.00000,0,,
2017-10-30 20:00:00,113.12000,113.23900,113.09400,113.17700,40659.00000,0,,
2017-10-31 00:00:00,113.16900,113.20000,112.97800,113.13700,55870.00000,0,,
2017-10-31 04:00:00,113.13700,113.28000,113.04300,113.19200,42229.00000,0,,
2017-10-31 08:00:00,113.19200,113.20800,112.95600,113.18900,53429.00000,0,,
2017-10-31 12:00:00,113.18900,113.44000,113.17700,113.41300,52919.00000,0,,
2017-10-31 16:00:00,113.41300,113.72400,113.35500,113.69800,72172.00000,0,,
2017-10-31 20:00:00,113.69800,113.73200,113.59500,113.63700,43454.00000,0,,
2017-11-01 00:00:00,113.63100,113.89200,113.60300,113.88100,57021.00000,0,,
2017-11-01 04:00:00,113.88100,113.93700,113.80500,113.86400,44886.00000,0,,
2017-11-01 08:00:00,113.86400,113.99000,113.73200,113.97000,53929.00000,0,,
2017-11-01 12:00:00,113.97000,114.23200,113.88900,114.18400,58088.00000,0,,
2017-11-01 16:00:00,114.18500,114.28100,113.86000,114.01700,81721.00000,0,,
2017-11-01 20:00:00,114.01700,114.24200,113.75100,114.18100,67346.00000,0,,
2017-11-02 00:00:00,114.17300,114.21500,113.92000,114.00100,59191.00000,0,,
2017-11-02 04:00:00,114.00100,114.03600,113.73400,113.89500,48432.00000,0,,
2017-11-02 08:00:00,113.89500,114.16900,113.83700,114.07000,50097.00000,0,,
2017-11-02 12:00:00,114.07000,114.21700,114.00300,114.08100,63733.00000,0,,
2017-11-02 16:00:00,114.08100,114.17400,113.53600,114.13900,103562.00000,0,,
2017-11-02 20:00:00,114.14000,114.15000,113.96800,114.08600,47868.00000,0,,
2017-11-03 00:00:00,114.08300,114.09300,113.94300,113.95100,33048.00000,0,,
2017-11-03 04:00:00,113.95100,114.05000,113.89100,113.98900,21207.00000,0,,
2017-11-03 08:00:00,113.98900,114.13800,113.95500,114.07300,30569.00000,0,,
2017-11-03 12:00:00,114.07300,114.15100,113.62700,113.96400,57422.00000,0,,
2017-11-03 16:00:00,113.96400,114.42900,113.87400,114.31500,91009.00000,0,,
2017-11-03 20:00:00,114.31400,114.31900,114.00600,114.05700,43976.00000,0,,
2017-11-06 00:00:00,114.00200,114.73700,114.00200,114.60700,64916.00000,0,,
2017-11-06 04:00:00,114.60800,114.60900,114.21300,114.25700,61030.00000,0,,
2017-11-06 08:00:00,114.25700,114.43000,114.04500,114.14400,56042.00000,0,,
2017-11-06 12:00:00,114.14400,114.17900,113.95400,114.10300,48360.00000,0,,
2017-11-06 16:00:00,114.10300,114.20700,113.75600,113.83900,64045.00000,0,,
2017-11-06 20:00:00,113.83900,113.85300,113.69300,113.70600,35835.00000,0,,
2017-11-07 00:00:00,113.69300,113.91600,113.69000,113.89900,61491.00000,0,,
2017-11-07 04:00:00,113.89800,114.01200,113.84600,113.99000,40415.00000,0,,
2017-11-07 08:00:00,113.99000,114.34200,113.96700,114.27200,54407.00000,0,,
2017-11-07 12:00:00,114.27200,114.31000,114.05600,114.12100,51449.00000,0,,
2017-11-07 16:00:00,114.12100,114.29700,113.82300,113.84900,79945.00000,0,,
2017-11-07 20:00:00,113.84800,114.00100,113.82100,113.98200,39193.00000,0,,
2017-11-08 00:00:00,113.99100,114.02300,113.64000,113.78200,66513.00000,0,,
2017-11-08 04:00:00,113.78200,113.83800,113.72500,113.83000,28234.00000,0,,
2017-11-08 08:00:00,113.83000,113.92400,113.69600,113.71600,52784.00000,0,,
2017-11-08 12:00:00,113.71600,113.72000,113.39400,113.57900,59048.00000,0,,
2017-11-08 16:00:00,113.57900,113.78200,113.45000,113.77400,74568.00000,0,,
2017-11-08 20:00:00,113.77400,113.89800,113.69600,113.87200,40086.00000,0,,
2017-11-09 00:00:00,113.86500,114.06800,113.79900,113.97400,53241.00000,0,,
2017-11-09 04:00:00,113.97300,114.06500,113.44300,113.59400,75044.00000,0,,
2017-11-09 08:00:00,113.59400,113.66200,113.38700,113.46400,66193.00000,0,,
2017-11-09 12:00:00,113.46400,113.55600,113.23700,113.54000,75821.00000,0,,
