time,open,high,low,close,volume,spread,tick_volume,real_volume
2017-10-05 16:00:00,16.72600,16.74600,16.64700,16.65300,8903.00000,0,,
2017-10-05 20:00:00,16.65100,16.65800,16.58100,16.58800,3521.00000,2,,
2017-10-06 00:00:00,16.58000,16.62200,16.58000,16.61400,1127.00000,3,,
2017-10-06 04:00:00,16.61400,16.63000,16.59500,16.61400,1398.00000,3,,
2017-10-06 08:00:00,16.61500,16.62800,16.57300,16.59900,3384.00000,2,,
2017-10-06 12:00:00,16.60000,16.64800,16.52800,16.56900,9581.00000,0,,
2017-10-06 16:00:00,16.56900,16.86300,16.32900,16.81200,17613.00000,0,,
2017-10-06 20:00:00,16.81200,16.81700,16.70700,16.81400,3430.00000,0,,
2017-10-09 00:00:00,16.79800,16.83700,16.78400,16.82800,1284.00000,3,,
2017-10-09 04:00:00,16.82800,16.99000,16.82800,16.94500,5251.00000,1,,
2017-10-09 08:00:00,16.94500,16.97600,16.88800,16.92300,4198.00000,0,,
2017-10-09 12:00:00,16.92300,16.95800,16.87700,16.89600,3385.00000,1,,
2017-10-09 16:00:00,16.89600,16.94900,16.85900,16.89800,4802.00000,1,,
2017-10-09 20:00:00,16.89800,16.97600,16.89300,16.95000,2697.00000,2,,
2017-10-10 00:00:00,16.94500,16.97100,16.93500,16.96500,1615.00000,4,,
2017-10-10 04:00:00,16.96500,17.06000,16.95000,17.04600,4837.00000,0,,
2017-10-10 08:00:00,17.04600,17.11200,17.02700,17.09200,5309.00000,0,,
2017-10-10 12:00:00,17.09200,17.21900,17.08900,17.16900,6467.00000,0,,
2017-10-10 16:00:00,17.16900,17.24900,17.13200,17.15700,7404.00000,0,,
2017-10-10 20:00:00,17.15700,17.18700,17.10500,17.10600,3454.00000,0,,
2017-10-11 00:00:00,17.10200,17.18100,17.10200,17.16000,1677.00000,4,,
2017-10-11 04:00:00,17.16000,17.19500,17.08500,17.10500,3864.00000,2,,
2017-10-11 08:00:00,17.10600,17.15900,17.08800,17.14600,4651.00000,2,,
2017-10-11 12:00:00,17.14600,17.17600,17.12100,17.15600,5082.00000,0,,
2017-10-11 16:00:00,17.15600,17.17100,17.05900,17.09500,8561.00000,0,,
2017-10-11 20:00:00,17.09500,17.23500,17.06600,17.16000,7444.00000,1,,
2017-10-12 00:00:00,17.14100,17.22100,17.14100,17.20500,1947.00000,4,,
2017-10-12 04:00:00,17.20500,17.21600,17.16500,17.21000,3415.00000,1,,
2017-10-12 08:00:00,17.21000,17.26300,17.20000,17.23200,4283.00000,0,,
2017-10-12 12:00:00,17.23300,17.24500,17.14500,17.16000,6056.00000,0,,
2017-10-12 16:00:00,17.16000,17.24500,17.11500,17.23000,7141.00000,0,,
2017-10-12 20:00:00,17.23000,17.25800,17.22000,17.24100,2237.00000,0,,
2017-10-13 00:00:00,17.21400,17.24800,17.21400,17.24700,984.00000,3,,
2017-10-13 04:00:00,17.24700,17.28700,17.23200,17.25400,3503.00000,1,,
2017-10-13 08:00:00,17.25400,17.31900,17.23100,17.24600,5376.00000,1,,
2017-10-13 12:00:00,17.24500,17.35500,17.16100,17.31300,7038.00000,0,,
2017-10-13 16:00:00,17.31300,17.36200,17.27300,17.36200,10087.00000,0,,
2017-10-13 20:00:00,17.35700,17.40600,17.34700,17.40100,2732.00000,0,,
2017-10-16 00:00:00,17.35900,17.42400,17.35900,17.39000,1783.00000,2,,
2017-10-16 04:00:00,17.38900,17.39000,17.34100,17.34700,3283.00000,0,,
2017-10-16 08:00:00,17.35200,17.44000,17.34200,17.40100,4861.00000,0,,
2017-10-16 12:00:00,17.40100,17.46300,17.39600,17.44700,3664.00000,0,,
2017-10-16 16:00:00,17.44700,17.46800,17.36200,17.38700,6534.00000,0,,
2017-10-16 20:00:00,17.38700,17.38900,17.10500,17.22000,7253.00000,0,,
2017-10-17 00:00:00,17.19300,17.25200,17.19300,17.23300,1073.00000,2,,
2017-10-17 04:00:00,17.23300,17.25300,17.18500,17.19100,3072.00000,1,,
2017-10-17 08:00:00,17.19200,17.20200,17.07800,17.13300,5549.00000,0,,
2017-10-17 12:00:00,17.13300,17.14300,17.02700,17.03500,7305.00000,0,,
2017-10-17 16:00:00,17.03600,17.11900,16.96600,17.01600,9549.00000,0,,
2017-10-17 20:00:00,17.01700,17.06500,17.00800,17.02000,2980.00000,0,,
2017-10-18 00:00:00,16.99800,17.07100,16.99800,17.06000,1057.00000,2,,
2017-10-18 04:00:00,17.06000,17.10500,17.05000,17.06300,2180.00000,2,,
2017-10-18 08:00:00,17.06200,17.06800,16.95500,16.96600,5405.00000,0,,
2017-10-18 12:00:00,16.96700,16.97800,16.90700,16.95800,7355.00000,0,,
2017-10-18 16:00:00,16.95900,17.04200,16.95000,16.98400,7597.00000,0,,
2017-10-18 20:00:00,16.98400,17.01500,16.97000,16.98900,2363.00000,1,,
2017-10-19 00:00:00,16.95800,17.00800,16.95800,16.99400,1224.00000,4,,
2017-10-19 04:00:00,16.99400,17.01500,16.91300,16.93900,3416.00000,3,,
2017-10-19 08:00:00,16.94000,17.06800,16.92900,17.03000,8663.00000,1,,
2017-10-19 12:00:00,17.02900,17.09000,16.94100,16.96000,10456.00000,0,,
2017-10-19 16:00:00,16.95900,17.27300,16.95400,17.22500,13559.00000,0,,
2017-10-19 20:00:00,17.22500,17.29300,17.18000,17.24700,3258.00000,0,,
2017-10-20 00:00:00,17.21800,17.28800,17.21800,17.25600,1657.00000,0,,
2017-10-20 04:00:00,17.25600,17.26600,17.13500,17.17600,6266.00000,1,,
2017-10-20 08:00:00,17.17600,17.19600,17.05300,17.10300,8188.00000,0,,
2017-10-20 12:00:00,17.10200,17.21400,17.07500,17.17300,7564.00000,0,,
2017-10-20 16:00:00,17.17300,17.21800,16.92900,17.08100,9831.00000,0,,
2017-10-20 20:00:00,17.08100,17.09100,16.99400,17.03900,4700.00000,0,,
2017-10-23 00:00:00,16.99600,17.02600,16.95700,16.99000,2355.00000,1,,
2017-10-23 04:00:00,16.98900,17.00200,16.94500,16.98900,2990.00000,1,,
2017-10-23 08:00:00,16.99000,16.99900,16.92400,16.97800,4370.00000,1,,
2017-10-23 12:00:00,16.97800,17.01800,16.88500,16.89700,7137.00000,0,,
2017-10-23 16:00:00,16.89600,17.10600,16.86100,17.08000,8865.00000,0,,
2017-10-23 20:00:00,17.07900,17.10700,17.03300,17.07800,4950.00000,3,,
2017-10-24 00:00:00,17.03500,17.11500,17.03500,17.11100,1733.00000,3,,
2017-10-24 04:00:00,17.11100,17.14500,17.07600,17.13300,3594.00000,0,,
2017-10-24 08:00:00,17.13300,17.14000,17.02300,17.03400,6351.00000,0,,
2017-10-24 12:00:00,17.03400,17.07400,16.98100,17.00100,6114.00000,0,,
2017-10-24 16:00:00,17.00100,17.02200,16.88100,16.93800,6226.00000,0,,
2017-10-24 20:00:00,16.93800,17.04700,16.92800,16.94200,5448.00000,0,,
2017-10-25 00:00:00,16.90700,16.95800,16.90000,16.92700,1816.00000,1,,
2017-10-25 04:00:00,16.92700,16.93300,16.87400,16.88500,2442.00000,1,,
2017-10-25 08:00:00,16.88500,16.92000,16.80800,16.84200,7164.00000,0,,
2017-10-25 12:00:00,16.84200,16.90500,16.83100,16.87100,7053.00000,0,,
2017-10-25 16:00:00,16.87000,17.03800,16.87000,16.94800,12565.00000,0,,
2017-10-25 20:00:00,16.94800,16.96300,16.90200,16.94300,3749.00000,0,,
2017-10-26 00:00:00,16.91000,16.98100,16.91000,16.97300,1594.00000,3,,
2017-10-26 04:00:00,16.97300,17.01200,16.96500,16.98500,2695.00000,2,,
2017-10-26 08:00:00,16.99000,17.03300,16.92800,16.96600,6868.00000,0,,
2017-10-26 12:00:00,16.96600,17.00400,16.87300,16.97100,9611.00000,0,,
2017-10-26 16:00:00,16.97100,17.01000,16.80100,16.82400,8694.00000,0,,
2017-10-26 20:00:00,16.82400,16.83900,16.74600,16.78600,5584.00000,0,,
2017-10-27 00:00:00,16.77400,16.79700,16.76200,16.77400,1833.00000,1,,
2017-10-27 04:00:00,16.77500,16.78400,16.73800,16.76800,3904.00000,1,,
2017-10-27 08:00:00,16.76800,16.76800,16.67800,16.72600,7365.00000,1,,
2017-10-27 12:00:00,16.72300,16.74300,16.60300,16.64400,9258.00000,0,,
2017-10-27 16:00:00,16.64400,16.81900,16.62600,16.72200,12851.00000,0,,
2017-10-27 20:00:00,16.72100,16.86400,16.72100,16.85900,2866.00000,0,,
2017-10-30 00:00:00,16.83600,16.84900,16.80500,16.83400,1953.00000,6,,
2017-10-30 04:00:00,16.83300,16.84000,16.75800,16.77200,3873.00000,4,,
2017-10-30 08:00:00,16.77200,16.77200,16.73100,16.75400,4116.00000,1,,
2017-10-30 12:00:00,16.75500,16.78500,16.68800,16.70000,5013.00000,0,,
2017-10-30 16:00:00,16.70100,16.89800,16.70000,16.87200,9661.00000,1,,
2017-10-30 20:00:00,16.87300,16.87800,16.81200,16.84600,3249.00000,0,,
2017-10-31 00:00:00,16.82100,16.87100,16.82100,16.84500,1597.00000,2,,
2017-10-31 04:00:00,16.84500,16.85000,16.81700,16.83300,2881.00000,4,,
2017-10-31 08:00:00,16.83300,16.90100,16.83100,16.87500,5126.00000,0,,
2017-10-31 12:00:00,16.87500,16.88100,16.75800,16.77300,6944.00000,0,,
2017-10-31 16:00:00,16.77300,16.78400,16.64000,16.67400,7900.00000,0,,
2017-10-31 20:00:00,16.67500,16.74200,16.65300,16.70500,2710.00000,0,,
2017-11-01 00:00:00,16.67500,16.72100,16.67000,16.67400,1640.00000,4,,
2017-11-01 04:00:00,16.67500,16.74900,16.67200,16.72800,3798.00000,0,,
2017-11-01 08:00:00,16.72800,16.94700,16.72100,16.89400,7114.00000,0,,
2017-11-01 12:00:00,16.89400,17.02800,16.87600,16.93500,9180.00000,0,,
2017-11-01 16:00:00,16.93500,17.17500,16.87200,17.13500,12501.00000,0,,
2017-11-01 20:00:00,17.13500,17.19700,17.04800,17.12600,9929.00000,0,,
2017-11-02 00:00:00,17.10600,17.16800,17.10600,17.16000,2654.00000,0,,
2017-11-02 04:00:00,17.16000,17.21500,17.14200,17.15800,5326.00000,0,,
2017-11-02 08:00:00,17.16000,17.16000,17.06100,17.06700,6916.00000,0,,
2017-11-02 12:00:00,17.06700,17.13700,17.05800,17.12600,9834.00000,1,,
2017-11-02 16:00:00,17.12600,17.24200,17.04100,17.11900,17944.00000,0,,
2017-11-02 20:00:00,17.12000,17.14400,17.09400,17.10600,5164.00000,0,,
2017-11-03 00:00:00,17.07200,17.16200,17.07200,17.15100,1256.00000,4,,
2017-11-03 04:00:00,17.15100,17.16300,17.10800,17.13600,1951.00000,2,,
2017-11-03 08:00:00,17.13500,17.14200,17.07400,17.11500,3586.00000,1,,
2017-11-03 12:00:00,17.11500,17.17800,17.07800,17.15300,9745.00000,0,,
2017-11-03 16:00:00,17.15300,17.18200,16.78000,16.83100,17177.00000,0,,
2017-11-03 20:00:00,16.83000,16.87100,16.81300,16.83200,3039.00000,0,,
2017-11-06 00:00:00,16.81500,16.87200,16.80400,16.85100,3783.00000,0,,
2017-11-06 04:00:00,16.85100,16.87300,16.84400,16.87300,3451.00000,1,,
2017-11-06 08:00:00,16.87300,16.92200,16.83800,16.86900,6988.00000,1,,
2017-11-06 12:00:00,16.86900,16.92300,16.86300,16.88600,6428.00000,0,,
2017-11-06 16:00:00,16.88600,17.26500,16.86000,17.21600,13568.00000,0,,
2017-11-06 20:00:00,17.21600,17.25500,17.18300,17.22200,4265.00000,0,,
2017-11-07 00:00:00,17.17100,17.22100,17.13600,17.13700,3487.00000,0,,
2017-11-07 04:00:00,17.13700,17.14200,17.11400,17.12600,3862.00000,1,,
2017-11-07 08:00:00,17.12600,17.14900,17.01700,17.03600,6450.00000,0,,
2017-11-07 12:00:00,17.03600,17.12400,16.99000,17.10900,8402.00000,0,,
2017-11-07 16:00:00,17.10900,17.18800,16.93400,16.95400,13700.00000,0,,
2017-11-07 20:00:00,16.95400,16.98200,16.92100,16.92900,2806.00000,1,,
2017-11-08 00:00:00,16.91700,17.01300,16.91700,17.01300,2713.00000,2,,
2017-11-08 04:00:00,17.01200,17.04500,17.00300,17.01400,2566.00000,1,,
2017-11-08 08:00:00,17.01400,17.05500,16.98400,17.04900,5282.00000,0,,
2017-11-08 12:00:00,17.04900,17.12800,16.98500,17.02000,10218.00000,0,,
2017-11-08 16:00:00,17.02000,17.25700,17.02000,17.14700,14042.00000,0,,
2017-11-08 20:00:00,17.14700,17.15700,17.00400,17.02900,3709.00000,1,,
2017-11-09 00:00:00,17.00700,17.07800,17.00700,17.07800,2876.00000,0,,
2017-11-09 04:00:00,17.07800,17.11800,17.05400,17.09400,5259.00000,1,,
2017-11-09 08:00:00,17.09400,17.13500,17.05300,17.06900,7065.00000,1,,
2017-11-09 12:00:00,17.06900,17.14400,17.03700,17.09500,10872.00000,0,,
2017-11-09 16:00:00,17.09500,17.09500,16.91500,16.99200,14163.00000,0,,
2017-11-09 20:00:00,16.99300,17.05400,16.96800,16.98200,3805.00000,0,,
2017-11-10 00:00:00,16.96500,17.02900,16.96500,17.01700,2270.00000,3,,
2017-11-10 04:00:00,17.01700,17.03400,17.00200,17.02400,2551.00000,0,,
2017-11-10 08:00:00,17.02400,17.04100,16.96800,17.02300,7660.00000,0,,
2017-11-10 12:00:00,17.02300,17.07800,16.98000,17.05400,6544.00000,0,,
2017-11-10 16:00:00,17.05300,17.10000,16.79400,16.89800,13823.00000,0,,
2017-11-10 20:00:00,16.89800,16.92900,16.84400,16.88500,3351.00000,0,,
2017-11-13 00:00:00,16.82900,16.92700,16.82500,16.91700,2320.00000,2,,
2017-11-13 04:00:00,16.91700,16.94000,16.89900,16.92500,2944.00000,1,,
2017-11-13 08:00:00,16.92500,16.93300,16.88100,16.88800,5545.00000,0,,
2017-11-13 12:00:00,16.88900,16.92900,16.82900,16.91400,7094.00000,0,,
2017-11-13 16:00:00,16.91400,17.06600,16.91400,17.05500,10186.00000,0,,
2017-11-13 20:00:00,17.05500,17.07300,17.02600,17.04100,3097.00000,0,,
2017-11-14 00:00:00,17.01500,17.05600,17.01500,17.02500,2346.00000,3,,
2017-11-14 04:00:00,17.02500,17.02900,16.98900,17.00000,2597.00000,1,,
2017-11-14 08:00:00,17.00000,17.03700,16.89600,16.93600,6798.00000,0,,
2017-11-14 12:00:00,16.93800,17.00400,16.90700,16.94300,7961.00000,0,,
2017-11-14 16:00:00,16.94200,17.09500,16.87100,17.04500,12317.00000,0,,
2017-11-14 20:00:00,17.04400,17.09000,17.01200,17.02300,3549.00000,0,,
2017-11-15 00:00:00,16.99200,17.06200,16.99200,17.04900,2275.00000,4,,
2017-11-15 04:00:00,17.04900,17.05900,17.03300,17.03900,3000.00000,3,,
2017-11-15 08:00:00,17.03900,17.13100,17.02900,17.10700,8957.00000,1,,
2017-11-15 12:00:00,17.10700,17.20800,17.09200,17.19300,10519.00000,0,,
2017-11-15 16:00:00,17.19300,17.19800,16.97100,17.00800,15063.00000,0,,
2017-11-15 20:00:00,17.00700,17.00800,16.94900,16.98400,3975.00000,0,,
2017-11-16 00:00:00,16.96800,17.01300,16.96800,17.00300,2009.00000,1,,
2017-11-16 04:00:00,17.00300,17.00900,16.96800,16.96900,2774.00000,0,,
2017-11-16 08:00:00,16.96800,17.08000,16.95600,17.04500,9298.00000,1,,
2017-11-16 12:00:00,17.04500,17.10600,17.02500,17.07700,7428.00000,0,,
2017-11-16 16:00:00,17.07800,17.12800,17.01800,17.09700,10456.00000,0,,
2017-11-16 20:00:00,17.09700,17.10700,17.05700,17.07200,2784.00000,0,,
2017-11-17 00:00:00,17.03200,17.12800,17.03200,17.11200,3575.00000,0,,
2017-11-17 04:00:00,17.11200,17.11700,17.07700,17.08300,4733.00000,0,,
2017-11-17 08:00:00,17.08200,17.10800,17.05600,17.08600,8594.00000,0,,
2017-11-17 12:00:00,17.08600,17.11600,17.03100,17.09400,6861.00000,1,,
2017-11-17 16:00:00,17.09700,17.21800,17.05800,17.21400,7268.00000,0,,
2017-11-17 20:00:00,17.21400,17.38400,17.20800,17.30500,4806.00000,0,,
2017-11-20 00:00:00,17.28200,17.30700,17.20300,17.22000,3778.00000,0,,
2017-11-20 04:00:00,17.22000,17.22100,17.17400,17.19300,2068.00000,1,,
2017-11-20 08:00:00,17.19000,17.19800,17.11400,17.18100,4611.00000,0,,
2017-11-20 12:00:00,17.18000,17.22200,17.12300,17.13100,4474.00000,0,,
2017-11-20 16:00:00,17.13000,17.15000,16.88300,16.89900,8102.00000,0,,
2017-11-20 20:00:00,16.89800,16.93600,16.84100,16.90500,3854.00000,0,,
2017-11-21 00:00:00,16.88200,16.97300,16.88200,16.96300,1558.00000,0,,
2017-11-21 04:00:00,16.96200,16.98300,16.95800,16.96600,1120.00000,0,,
