time,open,high,low,close,tick_volume,spread,real_volume
2025-04-30 14:00:00,143.06800,143.13600,143.03400,143.05700,1381,1,0
2025-04-30 14:30:00,143.04900,143.05400,142.90400,143.01600,1486,1,0
2025-04-30 15:00:00,143.01500,143.04900,142.76500,142.83200,2105,1,0
2025-04-30 15:30:00,142.81900,143.02400,142.68700,142.81800,4255,1,0
2025-04-30 16:00:00,142.82000,142.91000,142.75000,142.84500,3024,1,0
2025-04-30 16:30:00,142.84100,142.87300,142.63100,142.65200,3570,1,0
2025-04-30 17:00:00,142.65500,142.98400,142.57600,142.97600,3526,1,0
2025-04-30 17:30:00,142.97300,143.04400,142.62100,142.63600,3896,1,0
2025-04-30 18:00:00,142.62900,142.84200,142.50900,142.82200,3490,1,0
2025-04-30 18:30:00,142.82400,142.93800,142.58600,142.63100,3084,1,0
2025-04-30 19:00:00,142.62700,142.76300,142.60100,142.63200,2284,1,0
2025-04-30 19:30:00,142.63200,142.70400,142.59500,142.67800,1981,1,0
2025-04-30 20:00:00,142.67800,142.71100,142.60300,142.65000,1328,1,0
2025-04-30 20:30:00,142.65100,142.84700,142.64400,142.83600,1599,1,0
2025-04-30 21:00:00,142.84000,143.01000,142.80100,142.94800,2596,1,0
2025-04-30 21:30:00,142.93700,142.94900,142.76300,142.77300,1710,3,0
2025-04-30 22:00:00,142.77400,142.79800,142.71700,142.77700,1542,3,0
2025-04-30 22:30:00,142.77800,142.98000,142.77100,142.91100,1718,3,0
2025-04-30 23:00:00,142.91400,143.11700,142.90300,143.07600,2031,3,0
2025-04-30 23:30:00,143.07600,143.18900,143.03200,143.07800,1067,3,0
2025-05-01 00:00:00,143.07800,143.07800,142.91400,143.01400,113,40,0
2025-05-01 00:30:00,143.01100,143.01900,142.92800,142.95400,287,40,0
2025-05-01 01:00:00,142.94500,143.07700,142.94200,142.99600,1162,2,0
2025-05-01 01:30:00,142.99600,143.06300,142.98100,143.01700,835,1,0
2025-05-01 02:00:00,143.01200,143.08000,142.96200,143.01600,1133,1,0
2025-05-01 02:30:00,143.01600,143.04600,142.96100,143.02100,1027,1,0
2025-05-01 03:00:00,143.02000,143.03800,142.90900,142.91200,2056,1,0
2025-05-01 03:30:00,142.90400,143.03300,142.88100,143.00500,1661,1,0
2025-05-01 04:00:00,143.00500,143.09300,142.99300,143.05400,1333,1,0
2025-05-01 04:30:00,143.05200,143.24000,143.02900,143.19800,1115,1,0
2025-05-01 05:00:00,143.19900,143.20600,143.07000,143.07200,968,1,0
2025-05-01 05:30:00,143.07100,143.13800,143.05500,143.07900,912,2,0
2025-05-01 06:00:00,143.07100,143.49600,142.95200,143.49200,2054,1,0
2025-05-01 06:30:00,143.49200,143.75100,143.43900,143.69100,2037,1,0
2025-05-01 07:00:00,143.69100,143.85000,143.68800,143.80300,1548,1,0
2025-05-01 07:30:00,143.80300,143.89700,143.80000,143.87900,1183,1,0
2025-05-01 08:00:00,143.87800,144.22600,143.87300,144.20100,1853,1,0
2025-05-01 08:30:00,144.20000,144.25200,143.97400,144.04800,1976,1,0
2025-05-01 09:00:00,144.04800,144.23600,144.00600,144.19300,1726,1,0
2025-05-01 09:30:00,144.19200,144.59300,144.15400,144.58900,2789,1,0
2025-05-01 10:00:00,144.58900,144.74200,144.52200,144.58600,2673,1,0
2025-05-01 10:30:00,144.58600,144.58600,144.30500,144.36800,1928,1,0
2025-05-01 11:00:00,144.36700,144.39200,144.15400,144.18500,1971,1,0
2025-05-01 11:30:00,144.18400,144.28800,144.15500,144.21900,1309,1,0
2025-05-01 12:00:00,144.21900,144.33600,144.12800,144.33100,1301,1,0
2025-05-01 12:30:00,144.33100,144.43300,144.30800,144.39300,1334,1,0
2025-05-01 13:00:00,144.39200,144.42500,144.31800,144.37900,1093,1,0
2025-05-01 13:30:00,144.38000,144.38400,144.24900,144.27700,1162,1,0
2025-05-01 14:00:00,144.27500,144.28700,144.15600,144.23000,1660,1,0
2025-05-01 14:30:00,144.23200,144.55600,144.22200,144.48100,1960,1,0
2025-05-01 15:00:00,144.48300,144.64600,144.40800,144.48600,1956,1,0
2025-05-01 15:30:00,144.48300,144.76600,144.13500,144.70900,3582,1,0
2025-05-01 16:00:00,144.71000,144.73500,144.56500,144.63400,2684,1,0
2025-05-01 16:30:00,144.62400,144.79800,144.53500,144.54400,3617,1,0
2025-05-01 17:00:00,144.65500,145.15000,144.57300,145.10700,4080,1,0
2025-05-01 17:30:00,145.10900,145.50000,145.09900,145.35300,3171,1,0
2025-05-01 18:00:00,145.34800,145.48700,145.23000,145.37100,2699,1,0
2025-05-01 18:30:00,145.38000,145.65200,145.36900,145.47600,2515,1,0
2025-05-01 19:00:00,145.48100,145.53800,145.39100,145.42300,2471,1,0
2025-05-01 19:30:00,145.42300,145.47600,145.35200,145.39400,1811,1,0
2025-05-01 20:00:00,145.39300,145.55900,145.36200,145.55600,1440,1,0
2025-05-01 20:30:00,145.55600,145.57700,145.48800,145.53200,1732,1,0
2025-05-01 21:00:00,145.53000,145.73500,145.52200,145.67000,2074,3,0
