time,open,high,low,close,tick_volume,spread,real_volume
2025-05-01 15:00:00,163.57500,163.62000,163.54600,163.60400,1330,10,0
2025-05-01 15:15:00,163.60200,163.60400,163.51200,163.53500,1381,10,0
2025-05-01 15:30:00,163.55500,163.67000,163.38000,163.66600,2391,10,0
2025-05-01 15:45:00,163.66500,163.86200,163.63600,163.76000,1955,10,0
2025-05-01 16:00:00,163.75900,163.79300,163.67000,163.76400,1675,10,0
2025-05-01 16:15:00,163.76200,163.82300,163.72800,163.79800,1514,10,0
2025-05-01 16:30:00,163.78500,163.83100,163.68800,163.68800,2165,10,0
2025-05-01 16:45:00,163.68500,163.84200,163.63200,163.64700,1950,10,0
2025-05-01 17:00:00,163.69800,163.92900,163.62000,163.74600,2767,10,0
2025-05-01 17:15:00,163.74700,163.86800,163.63800,163.85800,2225,10,0
2025-05-01 17:30:00,163.85700,164.00300,163.84000,163.95500,1953,10,0
2025-05-01 17:45:00,163.95400,164.06700,163.94900,163.99900,2181,10,0
2025-05-01 18:00:00,163.99300,164.05800,163.85000,164.03300,1828,10,0
2025-05-01 18:15:00,164.03300,164.07700,163.98700,164.01900,1777,10,0
2025-05-01 18:30:00,164.02000,164.14800,164.00600,164.12200,1525,10,0
2025-05-01 18:45:00,164.12200,164.13000,164.02100,164.10300,1591,10,0
2025-05-01 19:00:00,164.10500,164.15700,164.05300,164.13100,1662,10,0
2025-05-01 19:15:00,164.12600,164.14800,164.02100,164.05000,1497,10,0
2025-05-01 19:30:00,164.05000,164.14800,164.02200,164.14000,1157,10,0
2025-05-01 19:45:00,164.14000,164.20600,164.12600,164.17800,1315,10,0
2025-05-01 20:00:00,164.17900,164.28000,164.08600,164.25000,1001,10,0
2025-05-01 20:15:00,164.24700,164.27500,164.20900,164.23400,930,10,0
2025-05-01 20:30:00,164.23600,164.24900,164.18300,164.22400,962,10,0
2025-05-01 20:45:00,164.22300,164.23800,164.18100,164.22100,1184,10,0
2025-05-01 21:00:00,164.21900,164.33600,164.21300,164.30500,1187,11,0
2025-05-01 21:15:00,164.30500,164.38700,164.30500,164.34100,1304,11,0
2025-05-01 21:30:00,164.34000,164.42900,164.32000,164.40200,1086,11,0
2025-05-01 21:45:00,164.40400,164.44300,164.38300,164.42700,1114,11,0
2025-05-01 22:00:00,164.43200,164.46000,164.32900,164.34300,1066,11,0
2025-05-01 22:15:00,164.33900,164.38700,164.29700,164.37500,811,11,0
2025-05-01 22:30:00,164.37700,164.41000,164.34100,164.39200,892,11,0
2025-05-01 22:45:00,164.39200,164.39500,164.27400,164.29200,1036,6,0
2025-05-01 23:00:00,164.28300,164.31600,164.12200,164.12200,1108,6,0
2025-05-01 23:15:00,164.12200,164.21700,164.12200,164.19700,653,6,0
2025-05-01 23:30:00,164.19700,164.25200,164.13800,164.15900,760,6,0
2025-05-01 23:45:00,164.16100,164.19200,164.10300,164.18900,476,10,0
2025-05-02 00:00:00,164.10700,164.25100,164.07900,164.16400,112,70,0
2025-05-02 00:15:00,164.16400,164.18800,164.08200,164.12800,131,70,0
2025-05-02 00:30:00,164.12900,164.14800,164.03000,164.04700,119,70,0
2025-05-02 00:45:00,164.03800,164.04800,163.98500,163.99500,185,70,0
2025-05-02 01:00:00,164.02900,164.16500,164.02900,164.16200,536,6,0
2025-05-02 01:15:00,164.16300,164.17100,164.12300,164.15500,541,6,0
2025-05-02 01:30:00,164.15700,164.16800,164.08900,164.12800,696,11,0
2025-05-02 01:45:00,164.12800,164.17800,164.10100,164.15600,476,10,0
2025-05-02 02:00:00,164.15700,164.29000,164.15600,164.27200,759,6,0
2025-05-02 02:15:00,164.27200,164.37800,164.25900,164.37700,589,5,0
2025-05-02 02:30:00,164.37700,164.43300,164.33700,164.42500,621,5,0
2025-05-02 02:45:00,164.42500,164.42700,164.24200,164.25000,975,7,0
2025-05-02 03:00:00,164.25100,164.37500,164.19900,164.35200,1432,5,0
2025-05-02 03:15:00,164.35400,164.61100,164.30900,164.55500,1610,5,0
2025-05-02 03:30:00,164.56100,164.57300,164.43400,164.51400,1630,5,0
2025-05-02 03:45:00,164.51400,164.58500,164.44000,164.57300,1689,5,0
2025-05-02 04:00:00,164.57900,164.58500,164.31300,164.34200,1411,5,0
2025-05-02 04:15:00,164.34000,164.34600,164.24700,164.30400,1329,5,0
2025-05-02 04:30:00,164.30400,164.35000,164.24300,164.28100,1275,6,0
2025-05-02 04:45:00,164.28100,164.32400,164.24200,164.27600,1218,5,0
2025-05-02 05:00:00,164.28200,164.29800,164.22000,164.24700,1262,5,0
2025-05-02 05:15:00,164.24700,164.29300,164.22500,164.22500,1197,5,0
2025-05-02 05:30:00,164.22600,164.35200,164.22400,164.34100,970,5,0
2025-05-02 05:45:00,164.34100,164.34900,164.27800,164.28600,606,5,0
2025-05-02 06:00:00,164.28500,164.31100,164.22500,164.27100,871,5,0
2025-05-02 06:15:00,164.27200,164.35200,164.24600,164.35100,1005,5,0
2025-05-02 06:30:00,164.35100,164.35400,164.23900,164.30000,1177,10,0
2025-05-02 06:45:00,164.29500,164.35300,164.26100,164.31000,879,10,0
2025-05-02 07:00:00,164.31100,164.37800,164.27800,164.34300,1308,10,0
2025-05-02 07:15:00,164.34300,164.39500,164.26200,164.29500,1179,10,0
2025-05-02 07:30:00,164.29400,164.40100,164.28000,164.37300,1111,10,0
2025-05-02 07:45:00,164.37300,164.37700,164.31700,164.37500,844,10,0
2025-05-02 08:00:00,164.37600,164.38700,164.27400,164.31400,1047,10,0
2025-05-02 08:15:00,164.31500,164.36000,164.25800,164.28500,947,10,0
2025-05-02 08:30:00,164.29000,164.31000,164.23600,164.23600,1000,10,0
2025-05-02 08:45:00,164.23600,164.34100,164.22200,164.27200,1303,10,0
2025-05-02 09:00:00,164.27100,164.38400,164.22300,164.37400,1627,10,0
2025-05-02 09:15:00,164.37400,164.45100,164.29700,164.39900,1428,10,0
2025-05-02 09:30:00,164.40400,164.52600,164.39300,164.41800,1369,10,0
2025-05-02 09:45:00,164.42000,164.52500,164.37200,164.47700,1423,10,0
2025-05-02 10:00:00,164.47500,164.49700,164.35300,164.44700,1589,10,0
2025-05-02 10:15:00,164.44900,164.46500,164.32700,164.40400,1367,10,0
2025-05-02 10:30:00,164.40400,164.50100,164.37000,164.43000,1377,10,0
2025-05-02 10:45:00,164.44300,164.49800,164.37400,164.42700,1445,10,0
2025-05-02 11:00:00,164.42700,164.43700,164.31900,164.34300,1516,10,0
2025-05-02 11:15:00,164.34200,164.38400,164.30700,164.34800,1294,10,0
2025-05-02 11:30:00,164.34800,164.42300,164.30800,164.31700,1284,10,0
2025-05-02 11:45:00,164.31700,164.31700,164.09600,164.10600,1417,10,0
2025-05-02 12:00:00,164.11000,164.20700,164.06300,164.09100,1412,10,0
2025-05-02 12:15:00,164.08800,164.17400,164.08800,164.12500,1306,10,0
2025-05-02 12:30:00,164.13100,164.15300,164.04900,164.05100,1767,10,0
2025-05-02 12:45:00,164.05100,164.13000,163.99000,164.11700,1905,10,0
2025-05-02 13:00:00,164.11600,164.16500,164.06700,164.11500,1468,10,0
2025-05-02 13:15:00,164.11700,164.18700,164.09900,164.11600,1209,10,0
2025-05-02 13:30:00,164.11600,164.15200,163.98500,164.00100,1093,10,0
2025-05-02 13:45:00,164.00100,164.07200,163.94300,163.94500,1225,10,0
2025-05-02 14:00:00,163.94500,163.99000,163.84100,163.88800,1339,10,0
2025-05-02 14:15:00,163.88700,163.93900,163.85500,163.87800,1222,10,0
2025-05-02 14:30:00,163.87800,163.92500,163.77300,163.88400,1486,10,0
2025-05-02 14:45:00,163.88100,164.05300,163.86500,164.04500,1621,10,0
2025-05-02 15:00:00,164.04800,164.04800,163.90100,163.94100,1422,10,0
2025-05-02 15:15:00,163.93900,163.94800,163.68400,163.77300,1703,10,0
2025-05-02 15:30:00,163.77100,163.97600,163.59600,163.64700,3207,10,0
2025-05-02 15:45:00,163.64300,163.83400,163.64000,163.80700,1710,10,0
