time,open,high,low,close,tick_volume,spread,real_volume
2025-05-02 14:15:00,1.13266,1.13279,1.13255,1.13278,52,0,0
2025-05-02 14:16:00,1.13278,1.13283,1.13272,1.13273,75,0,0
2025-05-02 14:17:00,1.13271,1.13287,1.13271,1.13282,41,0,0
2025-05-02 14:18:00,1.13281,1.13288,1.13277,1.13285,39,0,0
2025-05-02 14:19:00,1.13285,1.13299,1.13279,1.13298,59,0,0
2025-05-02 14:20:00,1.13298,1.13306,1.13276,1.13305,54,0,0
2025-05-02 14:21:00,1.13306,1.13325,1.13303,1.13325,52,0,0
2025-05-02 14:22:00,1.13324,1.13347,1.13324,1.13343,37,0,0
2025-05-02 14:23:00,1.13343,1.13369,1.13339,1.13368,58,0,0
2025-05-02 14:24:00,1.13368,1.13396,1.13366,1.13378,55,0,0
2025-05-02 14:25:00,1.13381,1.13392,1.13380,1.13392,48,0,0
2025-05-02 14:26:00,1.13393,1.13408,1.13393,1.13399,52,0,0
2025-05-02 14:27:00,1.13399,1.13400,1.13383,1.13388,46,0,0
2025-05-02 14:28:00,1.13384,1.13389,1.13380,1.13386,35,0,0
2025-05-02 14:29:00,1.13388,1.13399,1.13385,1.13394,43,0,0
2025-05-02 14:30:00,1.13393,1.13400,1.13387,1.13398,46,0,0
2025-05-02 14:31:00,1.13398,1.13403,1.13379,1.13391,53,0,0
2025-05-02 14:32:00,1.13392,1.13399,1.13384,1.13389,38,0,0
2025-05-02 14:33:00,1.13384,1.13384,1.13373,1.13373,33,0,0
2025-05-02 14:34:00,1.13373,1.13388,1.13368,1.13383,33,0,0
2025-05-02 14:35:00,1.13382,1.13429,1.13368,1.13425,74,0,0
2025-05-02 14:36:00,1.13424,1.13428,1.13414,1.13427,38,0,0
2025-05-02 14:37:00,1.13428,1.13446,1.13418,1.13444,61,0,0
2025-05-02 14:38:00,1.13443,1.13444,1.13433,1.13434,61,0,0
2025-05-02 14:39:00,1.13435,1.13500,1.13426,1.13500,80,0,0
2025-05-02 14:40:00,1.13499,1.13500,1.13467,1.13487,85,0,0
2025-05-02 14:41:00,1.13485,1.13501,1.13436,1.13441,61,0,0
2025-05-02 14:42:00,1.13440,1.13448,1.13416,1.13416,68,0,0
2025-05-02 14:43:00,1.13417,1.13426,1.13398,1.13409,70,0,0
2025-05-02 14:44:00,1.13408,1.13434,1.13399,1.13429,60,0,0
2025-05-02 14:45:00,1.13428,1.13428,1.13403,1.13409,57,0,0
2025-05-02 14:46:00,1.13412,1.13422,1.13394,1.13394,52,0,0
2025-05-02 14:47:00,1.13393,1.13427,1.13384,1.13422,63,0,0
2025-05-02 14:48:00,1.13419,1.13438,1.13408,1.13434,56,0,0
2025-05-02 14:49:00,1.13435,1.13440,1.13388,1.13389,66,0,0
2025-05-02 14:50:00,1.13388,1.13397,1.13383,1.13383,67,0,0
2025-05-02 14:51:00,1.13384,1.13404,1.13384,1.13402,78,0,0
2025-05-02 14:52:00,1.13403,1.13417,1.13395,1.13402,63,0,0
2025-05-02 14:53:00,1.13405,1.13409,1.13392,1.13397,51,0,0
2025-05-02 14:54:00,1.13397,1.13403,1.13388,1.13396,63,0,0
2025-05-02 14:55:00,1.13393,1.13406,1.13388,1.13404,56,0,0
2025-05-02 14:56:00,1.13403,1.13434,1.13393,1.13432,109,0,0
2025-05-02 14:57:00,1.13432,1.13459,1.13430,1.13451,104,0,0
2025-05-02 14:58:00,1.13450,1.13463,1.13445,1.13462,98,0,0
2025-05-02 14:59:00,1.13461,1.13469,1.13457,1.13464,94,0,0
2025-05-02 15:00:00,1.13466,1.13474,1.13447,1.13464,89,0,0
2025-05-02 15:01:00,1.13463,1.13464,1.13435,1.13439,58,0,0
2025-05-02 15:02:00,1.13438,1.13448,1.13424,1.13424,51,0,0
2025-05-02 15:03:00,1.13423,1.13441,1.13416,1.13426,70,0,0
2025-05-02 15:04:00,1.13425,1.13433,1.13408,1.13411,63,0,0
2025-05-02 15:05:00,1.13412,1.13421,1.13403,1.13418,64,0,0
2025-05-02 15:06:00,1.13417,1.13425,1.13408,1.13417,36,0,0
2025-05-02 15:07:00,1.13416,1.13428,1.13399,1.13426,85,0,0
2025-05-02 15:08:00,1.13428,1.13435,1.13421,1.13430,57,0,0
2025-05-02 15:09:00,1.13429,1.13430,1.13422,1.13427,56,0,0
2025-05-02 15:10:00,1.13427,1.13429,1.13421,1.13426,51,0,0
2025-05-02 15:11:00,1.13424,1.13429,1.13406,1.13419,63,0,0
2025-05-02 15:12:00,1.13425,1.13425,1.13382,1.13389,55,0,0
2025-05-02 15:13:00,1.13389,1.13399,1.13374,1.13393,57,0,0
2025-05-02 15:14:00,1.13393,1.13403,1.13367,1.13373,57,0,0
2025-05-02 15:15:00,1.13374,1.13378,1.13357,1.13358,57,0,0
2025-05-02 15:16:00,1.13359,1.13373,1.13353,1.13364,66,0,0
2025-05-02 15:17:00,1.13364,1.13367,1.13344,1.13358,62,0,0
2025-05-02 15:18:00,1.13354,1.13368,1.13353,1.13368,32,0,0
2025-05-02 15:19:00,1.13373,1.13392,1.13365,1.13369,81,0,0
2025-05-02 15:20:00,1.13370,1.13389,1.13364,1.13389,98,0,0
2025-05-02 15:21:00,1.13388,1.13389,1.13359,1.13367,64,0,0
2025-05-02 15:22:00,1.13367,1.13368,1.13329,1.13343,85,0,0
2025-05-02 15:23:00,1.13341,1.13346,1.13332,1.13337,64,0,0
2025-05-02 15:24:00,1.13336,1.13337,1.13320,1.13322,81,0,0
2025-05-02 15:25:00,1.13322,1.13327,1.13289,1.13292,83,0,0
2025-05-02 15:26:00,1.13287,1.13310,1.13270,1.13309,59,0,0
2025-05-02 15:27:00,1.13304,1.13343,1.13304,1.13340,54,0,0
2025-05-02 15:28:00,1.13341,1.13369,1.13341,1.13359,91,0,0
2025-05-02 15:29:00,1.13358,1.13383,1.13346,1.13354,154,0,0
2025-05-02 15:30:00,1.13351,1.13351,1.13056,1.13075,271,0,0
2025-05-02 15:31:00,1.13076,1.13239,1.13045,1.13236,224,0,0
2025-05-02 15:32:00,1.13236,1.13258,1.13182,1.13199,210,0,0
2025-05-02 15:33:00,1.13199,1.13223,1.13114,1.13116,193,0,0
2025-05-02 15:34:00,1.13120,1.13178,1.13111,1.13159,199,0,0
2025-05-02 15:35:00,1.13160,1.13193,1.13110,1.13130,224,0,0
2025-05-02 15:36:00,1.13131,1.13164,1.13127,1.13133,201,0,0
2025-05-02 15:37:00,1.13132,1.13278,1.13122,1.13278,230,0,0
2025-05-02 15:38:00,1.13279,1.13315,1.13261,1.13263,209,0,0
2025-05-02 15:39:00,1.13260,1.13357,1.13240,1.13344,197,0,0
2025-05-02 15:40:00,1.13343,1.13343,1.13280,1.13284,216,0,0
2025-05-02 15:41:00,1.13282,1.13366,1.13276,1.13366,202,0,0
2025-05-02 15:42:00,1.13366,1.13394,1.13319,1.13331,197,0,0
2025-05-02 15:43:00,1.13336,1.13336,1.13272,1.13314,182,0,0
2025-05-02 15:44:00,1.13311,1.13322,1.13280,1.13296,173,0,0
2025-05-02 15:45:00,1.13294,1.13294,1.13221,1.13230,163,0,0
2025-05-02 15:46:00,1.13231,1.13260,1.13218,1.13233,139,0,0
2025-05-02 15:47:00,1.13235,1.13259,1.13184,1.13204,147,0,0
2025-05-02 15:48:00,1.13205,1.13248,1.13177,1.13243,161,0,0
2025-05-02 15:49:00,1.13241,1.13263,1.13219,1.13238,160,0,0
2025-05-02 15:50:00,1.13237,1.13275,1.13233,1.13263,137,0,0
2025-05-02 15:51:00,1.13263,1.13337,1.13263,1.13334,170,0,0
2025-05-02 15:52:00,1.13329,1.13346,1.13307,1.13317,155,0,0
2025-05-02 15:53:00,1.13318,1.13339,1.13310,1.13314,132,0,0
2025-05-02 15:54:00,1.13307,1.13316,1.13268,1.13297,136,0,0
